gain,respons_time
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
75.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
76.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
77.000000,0.000000
78.000000,898.274000
78.000000,281.598000
78.000000,1213.793000
78.000000,1398.934000
78.000000,895.410000
78.000000,262.404000
78.000000,1511.112000
78.000000,1026.493000
78.000000,526.887000
78.000000,397.794000
78.000000,163.568000
78.000000,963.744000
78.000000,1507.575000
78.000000,210.730000
78.000000,1133.764000
78.000000,766.142000
78.000000,225.953000
78.000000,354.273000
78.000000,397.847000
78.000000,279.307000
78.000000,175.927000
78.000000,116.866000
78.000000,78.378000
78.000000,1070.666000
78.000000,105.728000
78.000000,1515.273000
78.000000,134.002000
78.000000,144.310000
78.000000,866.963000
78.000000,737.220000
78.000000,1559.563000
78.000000,913.488000
78.000000,911.546000
78.000000,1537.187000
78.000000,145.048000
78.000000,1266.178000
78.000000,1226.649000
78.000000,21.266000
78.000000,461.916000
78.000000,480.976000
78.000000,395.159000
78.000000,1156.439000
78.000000,140.177000
78.000000,397.928000
78.000000,1375.260000
78.000000,252.781000
78.000000,713.183000
78.000000,727.013000
78.000000,112.588000
78.000000,1160.564000
79.000000,120.988000
79.000000,120.343000
79.000000,64.021000
79.000000,48.863000
79.000000,156.012000
79.000000,8.371000
79.000000,316.750000
79.000000,114.583000
79.000000,147.320000
79.000000,130.957000
79.000000,265.318000
79.000000,257.520000
79.000000,16.508000
79.000000,164.064000
79.000000,285.861000
79.000000,329.379000
79.000000,73.100000
79.000000,273.480000
79.000000,136.447000
79.000000,75.448000
79.000000,142.232000
79.000000,372.908000
79.000000,188.578000
79.000000,72.174000
79.000000,242.510000
79.000000,333.701000
79.000000,129.978000
79.000000,104.195000
79.000000,134.807000
79.000000,299.328000
